,const,VIX,Consumer Confidence,High Yield Spread,Job Openings,VVIX,Recession Probabilities
2011-05-31,1.0,0.04745761418746697,0.0644699140401146,0.010057471264367956,-0.02454740718011661,-0.03643730728352779,-0.375
2011-06-30,1.0,0.06925570625941835,-0.037685060565275874,0.05832147937411092,0.08681975463982394,0.0019773067934989452,-0.9
2011-07-31,1.0,0.5284503208432789,-0.10909090909090902,-0.02553763440860224,0.04862518089725043,0.3143808249644924,0.0
2011-08-31,1.0,0.25227726095973857,-0.12401883830455263,0.1737931034482758,-0.0811482197074248,-0.11644924526839007,2.0
2011-09-30,1.0,0.3586337110772255,0.06630824372759858,0.12103407755581652,0.13367377590868124,0.07349190632763292,1.666666666666667
2011-10-31,1.0,-0.3026070827990004,0.02184873949579824,-0.1310272536687631,-0.041070482246952866,0.03719820378634742,-0.875
2011-11-30,1.0,-0.07209612528097742,0.047697368421052655,0.07840772014475283,-0.014921248963802203,-0.12037386072119172,2.0
2011-12-31,1.0,-0.15827337191666446,0.09733124018838302,-0.0727069351230426,0.056942496493688655,-0.0056387363432847115,-1.0
2012-01-31,1.0,-0.16923073286448964,0.07296137339055786,-0.08685162846803363,0.03742038216560517,-0.03478729463657704,-1.0
2012-02-29,1.0,-0.05195474285673918,0.0040000000000000036,-0.06340819022457078,-0.074955231517012,0.14789284851381113,-1.0
2012-03-31,1.0,-0.15897993796304688,0.01195219123505975,0.028208744710860323,0.10038716814159288,-0.01299212317567544,3.333333333333334
2012-04-30,1.0,0.10645158829227563,0.002624671916010568,-0.024691358024691357,-0.04674541342045735,-0.10929396906549804,-0.6923076923076923
2012-05-31,1.0,0.40291545195989253,0.03795811518324599,0.1040787623066104,0.011073029264434542,0.21753247169235812,0.0
2012-06-30,1.0,-0.29010805058897515,-0.07692307692307687,-0.057324840764331086,0.01981747066492834,-0.17618394172054597,1.25
2012-07-31,1.0,0.10831384014832657,-0.012295081967213184,-0.05675675675675673,-0.04500127844541035,0.07277603012584799,0.11111111111111116
2012-08-31,1.0,-0.07712630577306967,0.027662517289073207,-0.022922636103151928,0.019812583668005423,-0.029237306635612414,0.30000000000000004
2012-09-30,1.0,-0.09959930392144123,0.053835800807537026,-0.029325513196480912,0.019165135206090866,-0.03011795387004912,-0.5384615384615385
2012-10-31,1.0,0.18245396838869654,0.054916985951468655,-0.004531722054380682,-0.027563111798042272,-0.002873185025679348,-0.5
2012-11-30,1.0,-0.14677421720003891,0.001210653753026758,-0.009104704097116834,0.027284768211920607,-0.12900373031127133,-1.0
2012-12-31,1.0,0.13547577742334993,-0.1185006045949214,-0.03369065849923436,0.02372356884992266,0.17699458341115792,-1.0
2013-01-31,1.0,-0.2075472047605389,0.012345679012345512,-0.03486529318541998,-0.011838790931989918,-0.17059458139780403,-0.5
2013-02-28,1.0,0.08613449011982044,0.051490514905149,-0.009852216748768461,0.020647463675758315,0.12838892488785625,0.0
2013-03-31,1.0,-0.1811734608735902,0.012886597938144284,-0.01990049751243783,0.01798201798201804,-0.03892806698003848,1.0
2013-04-30,1.0,0.06456698116643378,-0.027989821882951516,-0.07275803722504226,-0.02158979391560356,0.0031250257904722467,1.0
2013-05-31,1.0,0.20562120452447918,0.1060209424083769,0.08211678832116776,0.0393681043129388,0.016894364696580677,-0.75
2013-06-30,1.0,0.0343559140799079,-0.004733727810650956,0.1500843170320405,0.0012062726176116367,0.019677131081659693,3.0
2013-07-31,1.0,-0.2022538954709635,0.01189060642092743,-0.0703812316715543,-0.06385542168674696,-0.15553500048620417,3.0
2013-08-31,1.0,0.2646840498216487,-0.03525264394829608,0.03154574132492116,0.051480051480051525,0.267104490339128,-0.75
2013-09-30,1.0,-0.024103459253101978,-0.0560292326431181,-0.010703363914373099,0.010526315789473717,-0.11803456247605004,0.0
2013-10-31,1.0,-0.17168676602267607,-0.05548387096774188,-0.08346213292117466,0.022771317829457294,-0.14974894088083213,-0.25
2013-11-30,1.0,-0.003636377507990063,0.025956284153005438,0.0,-0.02439602084320225,-0.06667633525386629,0.0
2013-12-31,1.0,0.0014598874483302549,0.09853528628495356,0.0,0.00048555474629763395,0.09288696959166431,0.3333333333333335
2014-01-31,1.0,0.3418366974564908,-0.015757575757575748,-0.003372681281618828,0.0014559572919194963,0.407030934431156,0.7500000000000002
2014-02-28,1.0,-0.23954371993283974,0.004926108374384119,-0.06768189509306266,0.05960746304821907,-0.18272131291111537,-0.7142857142857143
2014-03-31,1.0,-0.008571420397077256,-0.019607843137254832,0.021778584392014633,0.003430139492339279,-0.11356660953441111,-1.0
2014-04-30,1.0,-0.03386169042893705,0.05125000000000002,-0.017761989342806372,0.04056517775752044,-0.10678669543434605,-1.0
2014-05-31,1.0,-0.14988816195025756,-0.026159334126040323,-0.03616636528028938,0.039640823477880005,0.05365171653101397,1.0
2014-06-30,1.0,0.014912287893204645,0.0073260073260073,-0.009380863039399556,0.04950495049504955,0.05312731085332234,0.25
2014-07-31,1.0,0.46499578306142486,-0.00848484848484854,0.11742424242424243,-0.027298273785628213,0.3613750907296669,-0.20000000000000007
2014-08-31,1.0,-0.2867256868198952,0.008557457212714059,-0.05932203389830515,0.1037969459347916,-0.1674193991495363,1.5
2014-09-30,1.0,0.34904873946185955,0.025454545454545396,0.12792792792792795,-0.08132361189007287,0.1400567195767195,-0.8
2014-10-31,1.0,-0.1397915271384379,0.027186761229314627,-0.039936102236421744,0.019943019943019946,0.017627308661190222,0.5
2014-11-30,1.0,-0.0498930735985762,0.021864211737629313,0.043261231281197965,-0.033719074221867484,-0.15154093908037825,0.0
2014-12-31,1.0,0.44036015550114116,0.054054054054053946,0.07017543859649122,0.059260788767292905,0.41633275322921026,5.0
2015-01-31,1.0,0.09218742083758436,0.04807692307692313,-0.02980625931445602,0.04171539961013648,-0.0361691183326629,2.055555555555556
2015-02-28,1.0,-0.36385309540318045,-0.02752293577981635,-0.0768049155145929,0.022829341317365248,-0.21800160539992297,0.3999999999999999
2015-03-31,1.0,0.1461768955742364,-0.02515723270440262,0.04492512479201349,-0.046834979875594596,-0.014314222370658602,-0.051948051948051965
2015-04-30,1.0,-0.04839763067131375,0.031182795698924792,-0.02547770700636942,0.07447216890594999,0.036543264096647876,-0.3561643835616438
2015-05-31,1.0,-0.04879725284121206,-0.05422314911366011,0.0032679738562091387,-0.006252232940335833,-0.09198440477494252,-0.23404255319148937
2015-06-30,1.0,0.3171964841942265,0.05953693495038581,0.09609120521172643,-0.056624123674276494,0.3933223548014866,-0.05555555555555547
2015-07-31,1.0,-0.3351618107571117,-0.031217481789802326,0.03863298662704295,0.15396341463414642,-0.2577834437496096,-0.5588235294117647
2015-08-31,1.0,1.3457096182855564,-0.012889366272824776,0.05007153075822601,-0.09725891677675036,0.5565611349464259,0.6000000000000001
2015-09-30,1.0,-0.13823426883538625,-0.05114254624591952,0.10217983651226148,0.003841229193341844,-0.18856065548535972,0.12500000000000022
2015-10-31,1.0,-0.38489797163982775,0.032110091743119185,-0.07292954264524099,0.05193148688046656,-0.12596826384585902,0.18518518518518512
2015-11-30,1.0,0.07033838668931347,0.014444444444444482,0.08400000000000007,-0.011259310583751958,0.006314387016962408,0.65625
2015-12-31,1.0,0.12895226484358968,0.014238773274917849,0.07749077490774892,0.024001401541695833,0.10303831998777158,-0.28301886792452835
2016-01-31,1.0,0.109280712713689,-0.00647948164146861,0.04908675799086759,0.02857142857142847,-0.10229541229721384,-0.1578947368421053
2016-02-29,1.0,0.017326656480292302,-0.003260869565217317,-0.01196953210010876,-0.04025282767797733,-0.054363530356339784,0.125
2016-03-31,1.0,-0.3211678672908539,-0.007633587786259555,-0.07819383259911905,0.06221837088388216,-0.024923526663954365,0.13888888888888884
2016-04-30,1.0,0.1254480303890546,-0.02197802197802201,-0.09438470728793302,-0.05318975363028222,0.10537735238124668,-0.29268292682926833
2016-05-31,1.0,-0.09617835969594923,0.06404494382022485,-0.0237467018469657,-0.004480441151128778,-0.13361692800199987,-0.3793103448275862
2016-06-30,1.0,0.10147995607049332,-0.012671594508975703,-0.010810810810810811,-0.006058507876060215,0.18632762174109452,-0.6666666666666667
2016-07-31,1.0,-0.24056303271603208,-0.03743315508021394,-0.06693989071038253,0.03831417624521083,-0.035975877090887565,0.16666666666666674
2016-08-31,1.0,0.13058131471598222,-0.0022222222222222365,-0.06734992679355778,-0.04780275075478024,-0.06571987926003942,0.2857142857142856
2016-09-30,1.0,-0.009687042749765618,0.015590200445434466,-0.020408163265306145,0.03364453056191641,0.07717680229045443,0.22222222222222232
2016-10-31,1.0,0.28367189728446807,-0.04385964912280704,0.01602564102564097,-0.04720518064076351,0.12469920973758453,-0.09090909090909083
2016-11-30,1.0,-0.21864007379851846,0.07568807339449535,0.03785488958990535,0.06796637453049548,-0.1345069234789238,0.09999999999999987
2016-12-31,1.0,0.05326331899554693,0.046908315565032055,-0.059270516717325195,-0.0011723329425556983,0.029329145668113066,-0.9090909090909091
2017-01-31,1.0,-0.14601140999321627,0.003054989816700493,-0.037156704361874016,-0.0581824279007378,-0.019323107778942417,9.0
2017-02-28,1.0,0.07756466413085272,-0.022335025380710638,-0.046979865771812124,0.05447747908136025,-0.019481241949557804,0.09999999999999987
2017-03-31,1.0,-0.04256967395410638,0.006230529595015577,0.03873239436619724,-0.01890933648488946,-0.1109219353923343,-1.0
2017-04-30,1.0,-0.12530316936739472,0.0010319917440659854,-0.03389830508474578,0.04818447771467915,-0.015579124744452777,-1.0
2017-05-31,1.0,-0.037892778093906454,0.0010309278350515427,-0.02280701754385961,-0.043506813331144256,0.09638086208500507,1.0
2017-06-30,1.0,0.07396738415467818,-0.02162718846549938,0.025134649910233398,0.08221764503947826,0.06992432438287621,4.5
2017-07-31,1.0,-0.0822898077979507,-0.01684210526315788,-0.035026269702276736,-0.010626486915146671,-0.040583856646689176,-0.18181818181818188
2017-08-31,1.0,0.032163734536487354,0.03640256959314758,0.021778584392014633,0.006091696056428342,0.09336097596450599,-0.33333333333333337
2017-09-30,1.0,-0.10198299415908263,-0.017561983471074405,-0.017761989342806372,0.007010834926704845,-0.018131996728191324,-0.8333333333333333
2017-10-31,1.0,0.07045216195254733,0.05888538380651953,0.005424954792043302,0.013924050632911467,-0.012132244586889662,-1.0
2017-11-30,1.0,0.10805495037521173,-0.021847070506454846,0.039568345323741205,-0.021379525593008708,-0.02249755077452742,-1.0
2017-12-31,1.0,-0.02127657595741339,-0.02639593908629434,0.01038062283737018,0.010365173018657359,0.12030241717942114,4.0
2018-01-31,1.0,0.2264492761447785,-0.002085505735140769,-0.006849315068493178,0.04498106060606055,0.07592299884567177,1.8000000000000003
2018-02-28,1.0,0.46602662019159546,0.04179728317659359,0.05689655172413799,-0.0104213864975079,0.12259010088732092,-0.7857142857142858
2018-03-31,1.0,0.006045286124870097,0.01705115346038122,0.027732463295269127,0.040598290598290676,-0.15102709707737139,-0.6666666666666666
2018-04-30,1.0,-0.20230341247318184,-0.025641025641025772,-0.007936507936507908,0.008653564095042476,-0.087301555068803,1.0
2018-05-31,1.0,-0.0313873189216165,-0.0080971659919028,0.009599999999999831,0.020212301875818017,0.06712612934048212,4.5
2018-06-30,1.0,0.04277380650412055,0.0020408163265306367,0.020602218700475516,0.030501710376282798,0.05306572704993062,-0.8181818181818181
2018-07-31,1.0,-0.2026103292707242,-0.003054989816700604,-0.02018633540372683,-0.0055325034578146415,-0.11172977098137471,0.5
2018-08-31,1.0,0.002338248881495364,-0.01736465781409602,-0.009508716323296307,0.0025034770514602567,-0.014872983505091253,-0.33333333333333326
2018-09-30,1.0,-0.057542752011967346,0.04054054054054035,-0.0031999999999999806,0.028163152053274132,-0.05844932170957995,7.0
2018-10-31,1.0,0.751650143786863,-0.014985014985015033,0.09470304975922961,-0.01443799757117803,0.17855920745871856,0.1875
2018-11-30,1.0,-0.1488459687022321,-0.011156186612576002,0.05425219941348969,0.039704271631982424,-0.09047623955230799,-0.1578947368421053
2018-12-31,1.0,0.40675154983953776,0.008205128205128087,0.09735744089012499,-0.01382670529365293,-0.06923812352918735,0.125
2019-01-31,1.0,-0.3481510761175416,-0.07222787385554419,-0.13054499366286432,0.003738816931499578,-0.09034557101870588,1.3333333333333335
2019-02-28,1.0,-0.10802655370067082,0.028508771929824483,-0.05393586005830908,-0.05919914859651454,0.009591142815741582,0.04761904761904767
2019-03-31,1.0,-0.07239510921216497,0.049040511727078906,-0.02003081664098616,0.03747171945701355,0.07274999618530265,-0.38636363636363635
2019-04-30,1.0,-0.04303429255625546,-0.012195121951219523,-0.04402515723270439,-0.019899141338421744,0.031927264897610774,0.14814814814814814
2019-05-31,1.0,0.4260670158287405,0.028806584362139898,0.08552631578947367,0.016687526074259385,0.09214096530107163,-0.4193548387096775
2019-06-30,1.0,-0.19401386095091377,-0.018000000000000016,-0.10606060606060597,-0.02352619340719464,-0.113110032085737,-0.16666666666666663
2019-07-31,1.0,0.06896557830165784,0.0020366598778003286,-0.008474576271186529,-0.012326656394452962,0.12240615702286761,-0.2666666666666666
2019-08-31,1.0,0.17741926514309903,-0.08739837398373995,-0.0444444444444444,0.01716068642745716,0.06626511179583017,-0.2727272727272727
2019-09-30,1.0,-0.14436247825089898,0.03786191536748329,0.01073345259391778,-0.001673173452314547,-0.049094104186044873,4.125
2019-10-31,1.0,-0.1859605632175093,0.02467811158798283,0.014159292035398341,0.02304469273743015,-0.08912112613048795,0.878048780487805
2019-11-30,1.0,-0.045385807061301686,0.013612565445026092,-0.005235602094240899,-0.05542662116040953,0.02395417146506862,-0.6233766233766234
2019-12-31,1.0,0.09191757986776872,0.025826446280991844,-0.06491228070175437,-0.03035120682179504,0.03349802658029022,0.3103448275862071
2020-01-31,1.0,0.36719887646367044,0.0050352467270895485,0.018761726078799112,0.07080041734982867,0.12221041643441333,-0.631578947368421
2020-02-29,1.0,1.1289809068734002,0.012024048096192397,0.11786372007366497,-0.026308463251670355,0.19062504899321242,-0.7857142857142858
2020-03-31,1.0,0.33482922215936783,-0.11782178217821793,0.5156507413509059,-0.17169406719085056,0.21625701173984968,1665.6666666666667
2020-04-30,1.0,-0.3621591157654439,-0.1941638608305275,-0.12608695652173918,-0.19123230928546775,-0.22488882946267452,0.0
2020-05-31,1.0,-0.1944363396869916,0.0069637883008355494,-0.1393034825870646,0.1909944515578319,-0.10908631096210053,-0.9998
2020-06-30,1.0,0.10614322253724784,0.08022130013831252,-0.015895953757225523,0.09639849489338825,0.14356064281406744,-1.0
2020-07-31,1.0,-0.19618801054325652,-0.0717029449423815,-0.19970631424375906,0.06455303154110159,-0.07220934967246861,-1.0
2020-08-31,1.0,0.07972202926930305,0.022068965517241246,-0.012844036697247763,-0.02364138778016578,0.06220993541367581,-1.0
2020-09-30,1.0,-0.001514540265422637,0.08502024291498,0.07249070631970245,0.023899371069182385,-0.14645828075209766,-1.0
2020-10-31,1.0,0.44178988425352483,0.01741293532338295,0.0034662045060658286,0.04729729729729737,0.42980904582698876,3.0
2020-11-30,1.0,-0.45896897824408545,-0.059902200488997415,-0.17271157167530227,0.008064516129032251,-0.26934729597227447,2.75
2020-12-31,1.0,0.10597959832368442,0.04941482444733425,-0.09394572025052195,-0.003054545454545421,0.05408968823226323,-0.6666666666666666
2021-01-31,1.0,0.45450550121265443,-0.02106567534076831,0.016129032258064502,0.046833965567551816,0.22769534312291184,-1.0
2021-02-28,1.0,-0.15533391858405443,-0.027848101265822822,0.011337868480725488,0.08153310104529621,-0.09007502061930928,-1.0
2021-03-31,1.0,-0.3059034315214091,0.10546875000000022,-0.008968609865470878,0.0823453608247422,-0.1994238024289633,-1.0
2021-04-30,1.0,-0.04072159916045193,0.04004711425206109,-0.03167420814479627,0.10584593403976661,0.09176329689288254,-1.0
2021-05-31,1.0,-0.09940893717331145,-0.06115515288788209,0.002336448598130758,0.05943152454780365,-0.0348836981872469,-0.5806451612903225
2021-06-30,1.0,-0.05548927759399125,0.031363088057901,-0.06526806526806528,0.023272357723577164,0.012522527738974887,-0.7692307692307693
2021-07-31,1.0,0.1522425684792985,-0.05029239766081872,0.02743142144638422,0.08074287416823922,0.08854114729706208,-0.6666666666666666
2021-08-31,1.0,-0.09649124182932722,-0.13423645320197053,-0.012135922330097082,0.0071678000367578765,-0.08925807126306273,3.0
2021-09-30,1.0,0.40412621555864137,0.03556187766714092,0.03439803439803435,-0.007116788321167911,0.1153010571697708,2.25
2021-10-31,1.0,-0.29732062844583884,-0.015109890109890056,0.03562945368171033,0.04466090792133803,-0.10880437026399414,-1.0
2021-11-30,1.0,0.6722017313235555,-0.05997210599721059,0.10550458715596323,-0.01196340605207602,0.3554246033432955,-1.0
2021-12-31,1.0,-0.36667896376886466,0.047477744807121525,-0.0975103734439835,0.05288461538461542,-0.230655939522318,1.0
2022-01-31,1.0,0.4419280437746498,-0.048158640226628746,0.19999999999999996,-0.028665651953323157,0.14033007793015861,-0.7
2022-02-28,1.0,0.21425693560897008,-0.06547619047619058,0.05363984674329503,0.009924262209454193,-0.01135453539634057,-0.6666666666666666
2022-03-31,1.0,-0.3180762943258497,-0.05414012738853502,0.052727272727272734,0.03672097232997151,-0.09859270868313219,2.0
2022-04-30,1.0,0.6245137350906051,0.09764309764309775,0.18134715025906734,-0.022615781159058823,0.09448189050719824,0.6666666666666667
2022-05-31,1.0,-0.2158682833063601,-0.10429447852760743,0.023391812865497075,-0.0265418970650787,-0.23676015812448248,1.0
2022-06-30,1.0,0.09621987396059883,-0.14383561643835618,0.2685714285714287,-0.042121821200734044,-0.03984961487946659,-0.4
2022-07-31,1.0,-0.25705327050177285,0.030000000000000027,-0.1486486486486488,0.038226439193504325,-0.10180107994468668,-0.8333333333333333
2022-08-31,1.0,0.21284580083292037,0.1300970873786409,0.10317460317460325,-0.10386643233743409,0.10100884939438526,4.0
2022-09-30,1.0,0.22226516480354275,0.0068728522336769515,0.1390887290167866,0.0643263384977446,0.20124435077435332,0.40000000000000013
2022-10-31,1.0,-0.18153072505123813,0.022184300341296925,-0.06105263157894736,-0.03528653031140594,-0.25736887845100953,1.9999999999999996
2022-11-30,1.0,-0.20479132182875825,-0.05175292153589317,-0.051569506726457326,0.026263012128736607,0.037154454507969836,2.5238095238095237
2022-12-31,1.0,0.05296405037068652,0.051056338028169224,0.048463356973995175,0.045412246417271485,-0.057953268256654034,-0.04054054054054057
2023-01-31,1.0,-0.10475313566089717,0.08710217755443894,-0.09582863585118373,-0.03649635036496346,0.08890328621427379,-0.3661971830985915
2023-02-28,1.0,0.06701036958616524,0.0,0.061097256857855387,0.0,-0.03742549860001976,0.0
2023-03-31,1.0,0.19806755183611324,0.0,0.0352526439482963,0.0,0.344972757224,0.0
