Date,Price,Absolute Log Return,"GARCH(1,1) Log Returns","GARCH(1,1) Absolute Log Returns",DD-EWMA Forecasted Volatility,DD-EWMA RMSE,"Corr(Abs Log Return, GARCH Log Returns)","Corr(Abs Log Return, GARCH Abs Log Returns)","Corr(Abs Log Return, DD-EWMA Forecasted Volatility)",Volatility_Absolute_Log_Return,Volatility_GARCH_Log_Returns,Volatility_GARCH_Absolute_Log_Returns,Volatility_DD_EWMA_Forecasted_Volatility
2003-07-31,354.0,0.022858138076049528,0.05019958151381191,0.028373332154300584,0.007077541196824215,0.007350411830166301,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Low volatility,N/A
2003-08-31,375.70001220703125,0.05949407193758116,0.04730181684216555,0.02612558276372031,0.007059608399894631,0.007351593710746748,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Low volatility,Low volatility,N/A
2003-09-30,385.3999938964844,0.02549075507207732,0.04814291792130833,0.02677228303627157,0.00693068060040787,0.006907896830019641,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2003-10-31,384.5,0.002337951197733723,0.045665819816799645,0.024790579207510006,0.007222076790581661,0.007067334399697974,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2003-11-30,396.79998779296875,0.03148855570133069,0.04316603551820851,0.02778581449815201,0.007086637750005046,0.006934931123454045,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2003-12-31,415.70001220703125,0.04653153097656304,0.0418363420881014,0.02514355852358172,0.007770221818372168,0.007378642272653193,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2004-01-31,402.20001220703125,0.03301436793439194,0.04216326553911053,0.02398198937776698,0.007791460041832758,0.007185455150946451,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2004-02-29,396.3999938964844,0.014525720630733652,0.04236562855612296,0.022522439970221478,0.0077224417695706815,0.007122751660109609,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2004-03-31,427.29998779296875,0.07506252702368776,0.040899685133960126,0.023610246491703533,0.007748627459111826,0.007276336505405311,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Low volatility,Low volatility,N/A
2004-04-30,387.0,0.09906162105237293,0.04573124651367239,0.02955090510241093,0.0077445848104088786,0.007249682133976572,0.19638767567640047,0.22771120683424,-0.12197822549439111,High volatility,Low volatility,Low volatility,N/A
2004-05-31,394.0,0.01792621626815194,0.056670226184170044,0.04064742445133144,0.007417075498044338,0.007103207340455255,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Medium volatility,N/A
2004-06-30,392.6000061035156,0.003559611909175864,0.05272068292776225,0.03528852074615406,0.007445092118067648,0.007353863768819696,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Medium volatility,N/A
2004-07-31,391.0,0.004083737403392185,0.049263064259024915,0.033896843840672604,0.007405795973133327,0.007632970131738514,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Medium volatility,N/A
2004-08-31,410.3999938964844,0.04842471899907963,0.04629571098154608,0.03288262778753809,0.007203740090625286,0.007927960920935733,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Medium volatility,N/A
2004-09-30,418.70001220703125,0.02002242319525216,0.045979158233426826,0.029453172620480427,0.007187020411454389,0.007928720469855254,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2004-10-31,428.5,0.02313603585813695,0.04358034928436563,0.027182718311280708,0.006515392908318543,0.007132868409339851,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2004-11-30,451.29998779296875,0.051841541746524555,0.041678446256229254,0.025291249463146603,0.006373993657468204,0.007099756525602979,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Low volatility,Low volatility,N/A
2004-12-31,437.5,0.031055573986690455,0.04268647474939726,0.024809620072800163,0.006314095571490534,0.007147302199339677,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2005-01-31,421.79998779296875,0.036545466693325146,0.04257209929745671,0.023127465556415747,0.006284429608923942,0.007167542454594736,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2005-02-28,436.5,0.03425713617531301,0.04310713604767537,0.021961717245784176,0.006211338167383687,0.007246697918466403,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2005-03-31,428.70001220703125,0.018030973201194733,0.0419989016654513,0.021179949044679045,0.006222250750028181,0.007489497854024078,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2005-04-30,435.0,0.014588629010222398,0.04083105156405238,0.02215893206358686,0.0062370698101784335,0.007393422866304203,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2005-05-31,416.29998779296875,0.043939906210433755,0.039037701422826435,0.02338147514446074,0.0061639052382866915,0.0076723230564863945,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2005-06-30,435.8999938964844,0.04600672036399622,0.04134158780800277,0.022558957402936192,0.006149380656895419,0.007705375809874653,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2005-07-31,429.8999938964844,0.013860235937535492,0.04170643207387962,0.022251588462698087,0.005832993795704911,0.007577059104621753,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2005-08-31,433.79998779296875,0.009030960948294364,0.040307184585124084,0.023582443460726372,0.005851367919661608,0.007894610144654427,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2005-09-30,469.0,0.07801919819327363,0.03850235663547461,0.02541676519098092,0.004920908172171315,0.005710252156926835,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Low volatility,Low volatility,N/A
2005-10-31,465.1000061035156,0.008350319093209713,0.044585403644003554,0.03139971611060645,0.004387944253411437,0.00514515902098618,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Medium volatility,N/A
2005-11-30,494.6000061035156,0.061496918074553264,0.04244783387041296,0.03038455629897474,0.004941016298093061,0.005784119691669748,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Low volatility,Medium volatility,N/A
2005-12-31,517.0999755859375,0.044486864761125844,0.044632532977737206,0.029855472754450118,0.005588111670564974,0.006454012762749159,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2006-01-31,570.7999877929688,0.09880263202810369,0.044200662683168274,0.026964432629462756,0.005641180035963934,0.0064051227735594475,0.19638767567640047,0.22771120683424,-0.12197822549439111,High volatility,Low volatility,Low volatility,N/A
2006-02-28,561.5999755859375,0.01624905497758533,0.0527446033148377,0.03940832567599749,0.00580171431850087,0.006189215654243078,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Medium volatility,N/A
2006-03-31,581.7999877929688,0.03533691584034315,0.04979379657495538,0.03459431122210047,0.005753127101957539,0.00637861673901765,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Medium volatility,N/A
2006-04-30,651.7999877929688,0.11361102259566547,0.04767778546499579,0.029931848505490237,0.006271868885952481,0.006801989535382886,0.19638767567640047,0.22771120683424,-0.12197822549439111,High volatility,Low volatility,Medium volatility,N/A
2006-05-31,642.5,0.014370930905900359,0.058297845504547786,0.04634983965903333,0.006317011874893145,0.00659670950401671,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Medium volatility,N/A
2006-06-30,613.5,0.046186552618409316,0.054476079230705514,0.03982669454308721,0.006658912290082649,0.005765174071260852,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Medium volatility,N/A
2006-07-31,634.2000122070312,0.03318411720120107,0.053884778243830644,0.03421169127522527,0.0068758274323307556,0.005814879483208752,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Medium volatility,N/A
2006-08-31,625.9000244140625,0.013173728415180719,0.05100303834362015,0.029661344361115918,0.0066621958382601125,0.005994173568705665,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Low volatility,N/A
2006-09-30,598.5999755859375,0.0445970983036581,0.04814164102843397,0.028348164779686685,0.006740146751365247,0.005883133744588091,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2006-10-31,604.0999755859375,0.009146152097424753,0.048563464228411235,0.025935825294965832,0.0059443633786535445,0.005954420782267541,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2006-11-30,646.9000244140625,0.06845205405927324,0.045555097823997664,0.026788122006929347,0.005908424583962961,0.005863460471805605,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Low volatility,Low volatility,N/A
2006-12-31,635.2000122070312,0.018251831639481964,0.048080540479940426,0.029328072024702972,0.005967232042335652,0.005817180714429782,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2007-01-31,652.0,0.02610463277610897,0.04594636847766763,0.02733057930565663,0.005913702663108643,0.005739593545279842,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2007-02-28,669.4000244140625,0.02633726332213282,0.04383242787039655,0.02511929550877425,0.006160404059085547,0.005557401688211484,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2007-03-31,663.0,0.00960683506292348,0.04206035995970239,0.023610865766762888,0.006215270101469726,0.005475454859293782,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2007-04-30,680.5,0.026052831905658103,0.040370683565483456,0.025300620787660308,0.006158868357405068,0.005490640131419629,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2007-05-31,661.0,0.029073982239834706,0.03914370004053911,0.023755065893646565,0.006136998742549228,0.005620255780095476,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2007-06-30,648.0999755859375,0.01970887208822525,0.03950425970720122,0.022516472979067895,0.006099039460122751,0.005642654715919422,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2007-07-31,666.9000244140625,0.02859517848308002,0.03890056494426629,0.022701743346943876,0.006609127173962686,0.0060814285280538045,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2007-08-31,673.0,0.009105183398187222,0.03809121820116951,0.021854960993517008,0.006590009720717769,0.006181463927026267,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2007-09-30,742.7999877929688,0.09868148340001692,0.036635079339681104,0.02441312142179806,0.0070727562589713525,0.006379256140583954,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Low volatility,Low volatility,N/A
2007-10-31,792.0,0.0641345787696812,0.04780391559741238,0.03830631106380172,0.007057058950307037,0.0064278804355998986,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Low volatility,Medium volatility,N/A
2007-11-30,782.2000122070312,0.01245091388698949,0.04917981730093681,0.03558552556334415,0.007063175734673107,0.006292111135236107,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Medium volatility,N/A
2007-12-31,834.9000244140625,0.0652015085144182,0.04654747929466503,0.032447902083419126,0.007056488251308413,0.006267984893264674,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Low volatility,Medium volatility,N/A
2008-01-31,922.7000122070312,0.09999218137234145,0.04835241957147709,0.03196338666672435,0.007028056824094258,0.006414169096072897,0.19638767567640047,0.22771120683424,-0.12197822549439111,High volatility,Low volatility,Medium volatility,N/A
2008-02-29,972.0999755859375,0.052154486898062125,0.055850307882777415,0.04210708991462105,0.006970163000302909,0.006403911782480572,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Medium volatility,Medium volatility,N/A
2008-03-31,916.2000122070312,0.05922395993607221,0.054241991459680935,0.03643488401405191,0.006813085594633947,0.006128175238285785,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Medium volatility,Medium volatility,N/A
2008-04-30,862.7999877929688,0.06005179440934327,0.055411485680928754,0.03342759988810877,0.006808906068927554,0.006014339897105378,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Medium volatility,Medium volatility,N/A
2008-05-31,887.2999877929688,0.028000229716947267,0.05645641613470479,0.03155076560910391,0.0064423845734174435,0.006048080077362999,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Medium volatility,N/A
2008-06-30,926.2000122070312,0.04290707714255415,0.052917053343799064,0.02792675638723307,0.005905451265931172,0.005560410512190349,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Low volatility,N/A
2008-07-31,913.9000244140625,0.013369024234037852,0.050914673156580915,0.02550873615183185,0.005830356328704831,0.0057733774491791,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Low volatility,N/A
2008-08-31,829.2999877929688,0.0971392262548294,0.048075767515070075,0.025656936025552947,0.005706498814091346,0.005695916761700764,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Low volatility,Low volatility,N/A
2008-09-30,874.2000122070312,0.05272723965539683,0.05779587275977501,0.03822666159326551,0.005660027590801381,0.0056030265466620625,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Medium volatility,Medium volatility,N/A
2008-10-31,716.7999877929688,0.1985123517620515,0.05592143962507636,0.033720540313413976,0.005229755336541621,0.004750962367764637,0.19638767567640047,0.22771120683424,-0.12197822549439111,High volatility,Medium volatility,Medium volatility,N/A
2008-11-30,816.2000122070312,0.1298625932968145,0.08830843605923176,0.08403148935126795,0.005191435860417355,0.0049600962103713096,0.19638767567640047,0.22771120683424,-0.12197822549439111,High volatility,High volatility,High volatility,N/A
2008-12-31,883.5999755859375,0.07934500598810512,0.09119782068256999,0.0816189889702226,0.005277051161092643,0.004885171375658576,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,High volatility,High volatility,N/A
2009-01-31,927.2999877929688,0.048272680726380024,0.08679017927985581,0.06912784045425466,0.005094207594624751,0.005031184074912392,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,High volatility,High volatility,N/A
2009-02-28,941.5,0.01519722345508523,0.08041338896808428,0.05640085214061173,0.005246130857848499,0.00485995508587303,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,High volatility,High volatility,N/A
2009-03-31,922.5999755859375,0.020278603435727405,0.0734998954604529,0.04717080581055038,0.0050934784704759345,0.005051424139789365,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,High volatility,High volatility,N/A
2009-04-30,890.7000122070312,0.03518806051866985,0.06797387898716156,0.039837536758278135,0.00544551069143063,0.005430077796812622,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,High volatility,Medium volatility,N/A
2009-05-31,978.7999877929688,0.09431963495428075,0.06413108605846415,0.0337664382302899,0.005348659607623636,0.005504529156971669,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Medium volatility,Medium volatility,N/A
2009-06-30,927.0999755859375,0.054265910817950846,0.06654475423858584,0.04102877424032619,0.0057763185068045435,0.006000059720328172,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,High volatility,Medium volatility,N/A
2009-07-31,953.7000122070312,0.028287761105382003,0.06476718159167781,0.035909740954307066,0.005880465600400309,0.005753340861623275,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Medium volatility,N/A
2009-08-31,951.7000122070312,0.0020992974796705255,0.06013000518257303,0.031034194340662596,0.005635317894248843,0.005219678630301831,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Medium volatility,N/A
2009-09-30,1008.0,0.057473576726462916,0.0556689856528872,0.031524770308028305,0.0056601460172193965,0.0050903763305465855,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Medium volatility,Medium volatility,N/A
2009-10-31,1039.699951171875,0.030963993388941624,0.05466505162671101,0.029821747242335283,0.005682532477300858,0.00516330615357238,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Low volatility,N/A
2009-11-30,1181.0999755859375,0.12751402392693123,0.05153586239326431,0.026578952443548937,0.0058821299249916985,0.0051320569687617,0.19638767567640047,0.22771120683424,-0.12197822549439111,High volatility,Medium volatility,Low volatility,N/A
2009-12-31,1095.199951171875,0.07550923655670072,0.06397630033823491,0.05080894897128544,0.005680113109024745,0.005157372914650107,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Medium volatility,High volatility,N/A
2010-01-31,1083.0,0.011201982389495768,0.06551484150110513,0.046354244047927484,0.005496052027241427,0.0050838591709087945,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Medium volatility,N/A
2010-02-28,1118.300048828125,0.03207475069596555,0.0606191126762236,0.04022910971582515,0.005479328809445242,0.005252330814740777,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Medium volatility,N/A
2010-03-31,1113.300048828125,0.004481097103385068,0.056720541395870544,0.03407673009858576,0.005046277701064349,0.00484578564159636,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Medium volatility,N/A
2010-04-30,1180.0999755859375,0.05827053835000129,0.05275267415116615,0.032914332114546876,0.005773017282919566,0.005559642502704163,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Medium volatility,Medium volatility,N/A
2010-05-31,1212.199951171875,0.02683769029302674,0.052371471010421916,0.030886033104486548,0.00628620510587883,0.005972700144445203,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Medium volatility,N/A
2010-06-30,1245.5,0.027100205465636407,0.049347412083580594,0.027527997657204484,0.006382537861231063,0.00593065539953637,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Medium volatility,Low volatility,N/A
2010-07-31,1181.699951171875,0.05258301737750415,0.046775742111119685,0.025180760547177376,0.006615797677626359,0.005863163088127419,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Low volatility,Low volatility,N/A
2010-08-31,1248.300048828125,0.054828626447970485,0.0485849375442053,0.024860615584116064,0.00660158467593999,0.005747311422642252,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Low volatility,Low volatility,N/A
2010-09-30,1307.800048828125,0.046563708690552374,0.04857710946716444,0.025056221794570167,0.00665095070936003,0.005786957996676707,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2010-10-31,1357.0999755859375,0.037003678634193626,0.047648835925628734,0.023928404131583047,0.00742107139374221,0.006459678199702209,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2010-11-30,1385.0,0.020350087523991256,0.046003582917202204,0.022502562654572553,0.007394394279807296,0.006077957945222392,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2010-12-31,1421.0999755859375,0.025731062796682913,0.043613657897519836,0.022597683574541512,0.0073832789815239715,0.006080362214633336,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2011-01-31,1333.800048828125,0.06339915461163592,0.041841878724060054,0.022012635792828465,0.007598839524518032,0.006005451707748057,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Low volatility,Low volatility,N/A
2011-02-28,1409.300048828125,0.05506111403805569,0.04665458008109031,0.025321851837786992,0.007870563192091796,0.006161353165865049,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Low volatility,Low volatility,N/A
2011-03-31,1438.9000244140625,0.020785787892001473,0.04705260824713025,0.025386720692834482,0.007859391476281194,0.006072632760186682,0.19638767567640047,0.22771120683424,-0.12197822549439111,Low volatility,Low volatility,Low volatility,N/A
2011-04-30,1556.0,0.07823947600179348,0.04452530009625822,0.024378042197811336,0.007906451606229914,0.006238793551926124,0.19638767567640047,0.22771120683424,-0.12197822549439111,Medium volatility,Low volatility,Low volatility,N/A
